Left Distance,Right Distance,Left Speed,Right Speed
69.98390175304829,63.661986392768526,3.14,3.14
67.0684301241127,67.79212422639874,3.14,3.14
65.04791981242943,69.65102445933502,3.14,3.14
70.8050159716955,62.822918280007435,3.14,3.14
64.9405119371097,72.76020843703861,3.14,3.14
59.88680879021298,66.83767316804558,3.14,3.14
64.9923054327153,67.05578931199047,3.14,3.14
72.53495022642717,71.16212433205023,3.14,3.14
68.78820378143172,70.14256897284444,3.14,3.14
63.746205481911275,63.284387955928416,3.14,3.14
66.56417159222529,68.09786643640629,3.14,3.14
73.45421843247843,68.15500764082111,3.14,3.14
68.48916154555997,66.61884897556057,3.14,3.14
69.76329198996213,69.8089163927495,3.14,3.14
65.36160816712817,67.51036077066911,3.14,3.14
63.58387453688988,72.05570758177198,3.14,3.14
67.34719874909506,61.20973534693474,3.14,3.14
67.00608341256661,62.09980496563806,3.14,3.14
64.65618201947163,67.68560293462238,3.14,3.14
70.41759489663002,63.67526268489749,3.14,3.14
65.15718145869552,67.98643925551187,3.14,3.14
68.8061899604429,67.5216815757565,3.14,3.14
71.37169846118785,63.59491020911424,3.14,3.14
59.7798550276289,70.30293326684695,3.14,3.14
67.00692401750649,61.13992342024029,3.14,3.14
71.0005288591915,61.60455394270448,3.14,3.14
64.19443077571722,71.00232970353942,3.14,3.14
61.02928552364988,66.0489140725588,3.14,3.14
77.66088018593223,68.19446888992493,3.14,3.14
71.82952717308947,67.38995048102235,3.14,3.14
67.68694847738888,70.05887111468668,3.14,3.14
71.61977178193285,68.26566612316678,3.14,3.14
62.70426522033861,61.08304121625122,3.14,3.14
70.89638077656744,67.84275555263676,3.14,3.14
68.10650436049521,66.70523222625043,3.14,3.14
72.79515824438434,63.93030761970016,3.14,3.14
62.97697019426108,68.88363469423108,3.14,3.14
68.41774510566636,64.86489478572544,3.14,3.14
67.71404436049659,69.4342126191179,3.14,3.14
67.76805542177145,67.1313692535349,3.14,3.14
61.11794510113439,60.621618139376125,3.14,3.14
66.51169494972697,64.77210952035684,3.14,3.14
68.57975809255444,70.29119634312704,3.14,3.14
70.8206671296129,65.15052413343444,3.14,3.14
67.05204824742592,68.34520883388896,3.14,3.14
66.73442120859,68.63351018003742,3.14,3.14
64.69402976096212,65.1365713039673,3.14,3.14
66.94675070478714,62.48991501690449,3.14,3.14
70.22348529640429,65.9944812720689,3.14,3.14
66.00593063955688,67.60971276276068,3.14,3.14
65.07857736679142,71.37435306265381,3.14,3.14
63.08182565680517,61.153708158092876,3.14,3.14
67.10887273323281,70.2062665483798,3.14,3.14
71.51532887478574,69.1366384977363,3.14,3.14
67.03607790637399,60.904616637598785,3.14,3.14
62.8848646310633,72.45259490509656,3.14,3.14
65.57290647603891,68.73590609219423,3.14,3.14
66.63059164575631,60.29108144058894,3.14,3.14
71.96117762388212,75.4279720122619,3.14,3.14
71.33692337953762,60.268951833539525,3.14,3.14
74.6173265692092,61.885831857473555,3.14,3.14
72.23577039255221,70.76601770912937,3.14,3.14
69.71000640987208,60.78097719868294,3.14,3.14
60.85448232322236,67.37960832659486,3.14,3.14
69.96420362073705,66.7032468900493,3.14,3.14
68.18043214114003,67.83762730613402,3.14,3.14
75.63123849289813,70.5076591173661,3.14,3.14
66.79946687366517,66.08602105610824,3.14,3.14
70.0269417669678,66.72391550832374,3.14,3.14
74.71773851384467,63.34576561301847,3.14,3.14
69.10410288785047,60.36291461183162,3.14,3.14
71.53001024521781,68.36067932833865,3.14,3.14
62.58123120969895,68.7264704705018,3.14,3.14
71.31185980027549,68.56132646115717,3.14,3.14
68.4387569915544,65.26129212817548,3.14,3.14
64.7106811975101,64.81013447868897,3.14,3.14
65.30879983693104,69.03915285321173,3.14,3.14
66.16316989963474,67.77168696535405,3.14,3.14
70.79079678743362,65.48249230302575,3.14,3.14
65.60137246063553,70.59869007395541,3.14,3.14
71.11838989277229,64.23016064158219,3.14,3.14
69.13723735200934,59.832674288544,3.14,3.14
71.92590419699032,65.77550385139455,3.14,3.14
70.30367564669554,69.29070547317664,3.14,3.14
69.7482531874856,67.93520466652288,3.14,3.14
70.9829678040987,62.878848063033566,3.14,3.14
66.82993731702197,63.31035688223175,3.14,3.14
69.84881064336533,70.49219948433083,3.14,3.14
68.93950300486259,65.58070426648344,3.14,3.14
70.25356921721892,61.34995364993642,3.14,3.14
75.58912269614915,68.00648819466039,3.14,3.14
68.4556110702302,69.59578310628815,3.14,3.14
68.13487056538186,64.79178938318461,3.14,3.14
64.98553436669727,63.60838699323437,3.14,3.14
66.86874069966451,68.32764581326215,3.14,3.14
68.13464477872323,69.04186430802119,3.14,3.14
65.31357526605306,67.24590520971445,3.14,3.14
65.43536554679173,68.61769208373626,3.14,3.14
69.45940684726948,70.93692358233122,3.14,3.14
67.78800136060256,66.77777676183692,3.14,3.14
65.0828052920554,68.28215426354151,3.14,3.14
64.59724591642353,73.94233252468666,3.14,3.14
61.25514033199267,72.18310041440203,3.14,3.14
71.70354758576525,63.40853302708742,3.14,3.14
61.18951271311178,66.27691178995171,3.14,3.14
68.91105445623941,72.57355003383458,3.14,3.14
68.48034660179016,63.687271205889544,3.14,3.14
66.56617508238577,71.26187474482774,3.14,3.14
63.59222379844891,65.73584105574949,3.14,3.14
68.60213728051767,59.12470032948986,3.14,3.14
64.43814800314732,64.18905035798535,3.14,3.14
63.23630220348764,74.03503872046595,3.14,3.14
62.14592013976451,68.04586081768818,3.14,3.14
66.52364421107322,67.19207135257955,3.14,3.14
64.78014830045096,68.30417592445228,3.14,3.14
65.17984980582003,63.338577243608135,3.14,3.14
72.90083826916285,67.06090920549175,3.14,3.14
65.87062418596994,66.95661287858161,3.14,3.14
70.6158134628446,68.89152251938246,3.14,3.14
68.02405915331768,70.01713705767929,3.14,3.14
67.11398541679762,65.12775001582355,3.14,3.14
67.79369786256679,62.221170499832084,3.14,3.14
66.51834581092753,68.57198649158245,3.14,3.14
62.78878000035506,62.741357078252506,3.14,3.14
70.40164845726241,68.6541066967871,3.14,3.14
60.416262485432235,63.61273271775925,3.14,3.14
70.21798838476265,67.29429356598513,3.14,3.14
63.5066894154129,69.15457076019166,3.14,3.14
63.14294344815014,70.16092211464958,3.14,3.14
67.24252521827722,64.33853481109279,3.14,3.14
64.64545533686356,69.94150085125264,3.14,3.14
67.38366840840658,64.35046199872325,3.14,3.14
65.2908228038838,68.55767477026036,3.14,3.14
63.82712644318421,60.98449355060235,3.14,3.14
69.6572456933259,67.23851169109348,3.14,3.14
65.51191917776,71.48710521325958,3.14,3.14
64.38671850683932,66.84506501871203,3.14,3.14
59.24585223856266,67.85657363093152,3.14,3.14
74.64733177081035,65.25337620761546,3.14,3.14
68.62640401350974,68.58888459647903,3.14,3.14
69.0632615031162,69.45824979730648,3.14,3.14
67.73285431947568,72.87197360773766,3.14,3.14
65.40734682777288,74.4842948296132,3.14,3.14
64.14171950096224,61.9986111199907,3.14,3.14
69.65607787233895,66.52479607829254,3.14,3.14
65.70351135054564,65.90812263861945,3.14,3.14
64.47638861938425,70.6482685204039,3.14,3.14
64.79484051511702,72.82419004505626,3.14,3.14
70.34414409900349,63.249610909352015,3.14,3.14
66.89483466182433,65.86101620109507,3.14,3.14
67.3813504153878,65.99565043683128,3.14,3.14
63.974667855846725,73.90347353927008,3.14,3.14
61.82014878534003,68.99457322926986,3.14,3.14
63.88573214370267,70.00034342924152,3.14,3.14
72.58473115995142,60.67732885884598,3.14,3.14
61.42465641848882,66.80424161514716,3.14,3.14
66.0690520005602,66.27601915401507,3.14,3.14
64.13896468404165,74.29085672186261,3.14,3.14
61.95590667852057,66.06017338933395,3.14,3.14
68.4172108524812,67.1475714330736,3.14,3.14
63.47948022130154,65.02890841220187,3.14,3.14
71.2302426915379,72.95082362305331,3.14,3.14
76.4801722659458,59.60676809541395,3.14,3.14
68.65163370170846,61.26758851522545,3.14,3.14
69.00809178740818,66.62180367495901,3.14,3.14
68.22503051937932,67.34316393099962,3.14,3.14
75.08626846163159,66.78940128050517,3.14,3.14
69.3043614533476,65.10607133549408,3.14,3.14
66.37258844095366,65.24916511314251,3.14,3.14
67.28020313922504,67.11523967246951,3.14,3.14
65.79591786250518,70.61991296048323,3.14,3.14
61.62308577457527,67.88570313475225,3.14,3.14
72.28425317827435,63.565086064149945,3.14,3.14
69.0964090896977,66.69632611823131,3.14,3.14
70.10044929613004,65.41139324059296,3.14,3.14
67.145790863529,66.52975546767864,3.14,3.14
63.67175174893762,70.41281035980957,3.14,3.14
67.62652366231134,72.71036610537845,3.14,3.14
71.11571766513093,66.8427387029869,3.14,3.14
66.86127235370951,69.88610074335125,3.14,3.14
60.74554478250925,64.7099256228854,3.14,3.14
70.78391604087581,73.27015763525002,3.14,3.14
70.45973143472558,66.93576444629261,3.14,3.14
64.29718320688188,64.59474787597883,3.14,3.14
66.73218105373265,63.938543204770156,3.14,3.14
70.4848960311054,70.17436453508148,3.14,3.14
62.60996936462518,67.35150451248666,3.14,3.14
69.1380421088716,68.71556553218683,3.14,3.14
63.27460052317562,63.49943352126944,3.14,3.14
66.27319749358601,69.38683939105034,3.14,3.14
64.75782855887331,61.51960268930723,3.14,3.14
66.92542459205725,65.92249592568824,3.14,3.14
68.06556652485276,66.17817428681059,3.14,3.14
67.22290650265604,62.264949155519986,3.14,3.14
64.1314483538202,63.77346436847521,3.14,3.14
64.41824439819462,65.19709356557614,3.14,3.14
69.95281456393279,70.19576620886389,3.14,3.14
63.468323520594105,67.6577074901461,3.14,3.14
60.997507311106034,65.29998339192213,3.14,3.14
66.40226064588029,64.86728033107745,3.14,3.14
68.4099494354058,69.3567135586375,3.14,3.14
65.24676606041918,65.73612604090287,3.14,3.14
68.58856438198099,71.10118220627608,3.14,3.14
68.78511117968426,63.35227148025809,3.14,3.14
70.44824757935382,69.60032601959377,3.14,3.14
65.58813696500367,70.07210814456415,3.14,3.14
72.70686718193173,68.16722530173111,3.14,3.14
73.63904586813312,68.30044750423151,3.14,3.14
70.12887500977462,71.22767840101962,3.14,3.14
64.3469049769392,69.41876177314019,3.14,3.14
62.54944253591661,72.69025695623101,3.14,3.14
65.95499497900997,68.04637545134838,3.14,3.14
68.6109147280898,66.63914643099761,3.14,3.14
69.26660709810037,71.48307941106188,3.14,3.14
68.27677369751855,66.79186278754912,-3.14,3.14
73.79166248161798,63.48905338436671,-3.14,3.14
64.50282091831345,64.55491804187372,-3.14,3.14
69.63647417204123,68.30748162241255,3.14,3.14
72.4801869916592,71.91467898128649,3.14,3.14
70.75548029120213,66.26564174709698,3.14,3.14
69.59050710449966,69.08798602381435,-3.14,3.14
64.13330911472099,64.90410125055166,3.14,3.14
67.54687418610669,72.10965938422126,-3.14,3.14
67.86580421001469,58.66625780475143,3.14,3.14
69.95847372370622,69.12468203367885,-3.14,3.14
63.44213589690457,68.10431501274738,3.14,3.14
69.98527441888596,59.54145484204364,3.14,3.14
67.23738260337392,66.1774921314445,3.14,3.14
70.28769517824662,67.72492793708173,-3.14,3.14
66.60850970332532,66.45637788495989,-3.14,3.14
66.3825737093209,70.11184948530956,-3.14,3.14
64.07692838253212,56.66975668835652,-3.14,3.14
67.05074758214414,62.22381010304207,-3.14,3.14
68.8351037887729,66.97556073401692,-3.14,3.14
67.18075938322342,63.35658808830009,-3.14,3.14
62.15704353603053,65.11046104974724,-3.14,3.14
71.90185800032485,63.163075790547865,-3.14,3.14
72.1495334820569,68.58962234142274,-3.14,3.14
70.26186076340757,68.07371330790501,3.14,3.14
71.5632812843863,63.71471308906272,3.14,3.14
62.20046419544113,68.5877546219362,3.14,3.14
65.91136728401496,67.59507970687955,3.14,3.14
70.50497312533948,66.48563709418725,3.14,3.14
68.75275596329983,69.22145013637889,3.14,3.14
69.50756103925954,71.94939366079946,3.14,3.14
66.18347870650499,66.28234164215483,3.14,3.14
66.83508300739098,70.04005765725242,3.14,3.14
66.64532860077601,64.571962978784,3.14,3.14
69.82220339645185,66.14356039974447,3.14,3.14
62.016906402012296,64.71546412039652,3.14,3.14
71.5151520018162,69.22295959134034,3.14,3.14
68.28972142391459,66.55801726647493,3.14,3.14
69.3325260822245,63.937648727580225,3.14,3.14
66.6275656661109,70.86043084292936,3.14,3.14
69.11784339791994,64.81505008331384,3.14,3.14
60.559680601489355,70.23107386931568,3.14,3.14
65.68534023400352,63.35419002122878,3.14,3.14
68.2701636273471,68.87320304391052,3.14,3.14
68.6401357204972,66.13627620292623,3.14,3.14
66.87188991269002,66.0883911234001,3.14,3.14
70.63946662219782,74.45328265962246,3.14,3.14
64.40611796335381,66.99738691760977,3.14,3.14
71.90290802728666,70.75367020945798,3.14,3.14
67.18266460689614,67.88816819539042,3.14,3.14
65.71837992203676,66.85478274466098,3.14,3.14
